┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│   833   │ 'QVPFMS' │        ''        │       ''       │   '2'    │ '52.23'  │
│   834   │ 'LLLSWG' │        ''        │       ''       │   '3'    │ '125.23' │
│   835   │ 'DPWZQQ' │ 'ORJUECRWNLIPOJ' │ 'XVPTLRWLEEZC' │   '2'    │ '43.35'  │
│   836   │ 'PJIFMD' │        ''        │       ''       │   '2'    │ '372.84' │
│   837   │ 'XDWCMM' │ 'CFJBWDHBUISCJX' │ 'NPXSXVTJATPO' │   '1'    │ '492.77' │
│   838   │ 'MELRGJ' │ 'XGHWYRYUVREHOQ' │ 'UGMTTXMDZAAA' │   '3'    │ '655.7'  │
│   839   │ 'NRPNBG' │ 'VSXBOINOYDXELX' │ 'BZXRXYIWTOJM' │   '1'    │ '427.75' │
│   840   │ 'CDJBPC' │        ''        │       ''       │   '1'    │ '92.42'  │
│   841   │ 'PXZOUN' │        ''        │       ''       │   '3'    │ '449.99' │
│   842   │ 'GUUOFS' │ 'EMUWNDKQDSYBXT' │       ''       │   '1'    │ '152.7'  │
│   843   │ 'YZQSUL' │ 'DASATLZPBVTVBW' │       ''       │   '2'    │ '343.8'  │
│   844   │ 'FLZKDR' │ 'FXWXKCYYENIUSL' │       ''       │   '3'    │ '146.94' │
│   845   │ 'CUCEXV' │ 'UAVPNGVNZRYJXK' │ 'BDHLCEELELQB' │   '2'    │ '134.42' │
│   846   │ 'RAQDKJ' │ 'SCJESGWDRCCFGV' │       ''       │   '1'    │ '455.82' │
│   847   │ 'YXTKLT' │        ''        │       ''       │   '2'    │ '338.56' │
│   848   │ 'UEYUUK' │ 'VUBHYQLZZQROWD' │ 'GDOMLWTZRGMA' │   '3'    │  '79.8'  │
│   849   │ 'GFJYNY' │        ''        │       ''       │   '1'    │ '490.87' │
│   850   │ 'DEWSBE' │        ''        │       ''       │   '2'    │ '472.07' │
│   851   │ 'QAMDRS' │ 'NYLZQHEJNENPLS' │ 'KWTFYUHUIRLZ' │   '1'    │ '355.08' │
│   852   │ 'JXPDRK' │        ''        │       ''       │   '1'    │ '499.61' │
│   853   │ 'XKPBJV' │        ''        │       ''       │   '3'    │ '39.83'  │
│   854   │ 'IVMOCF' │ 'CBUKNMZBZVMMGR' │       ''       │   '3'    │ '137.3'  │
│   855   │ 'XKUZYJ' │ 'CEHWPWZAZBSJGU' │ 'KHKJDOSOYISD' │   '3'    │ '191.77' │
│   856   │ 'UYULBN' │ 'KMIHLZGZDVBAXV' │       ''       │   '2'    │ '41.27'  │
│   857   │ 'HYAADK' │        ''        │       ''       │   '3'    │ '293.38' │
│   858   │ 'WEORFD' │ 'AKVCRRNBHODSSA' │ 'JPVUXQUAPWNE' │   '3'    │ '411.58' │
│   859   │ 'EXXHDE' │        ''        │       ''       │   '2'    │ '435.97' │
│   860   │ 'HOGAQB' │        ''        │       ''       │   '2'    │ '304.61' │
│   861   │ 'SGDTYF' │        ''        │       ''       │   '2'    │ '268.43' │
│   862   │ 'MUQPUT' │        ''        │       ''       │   '1'    │ '495.84' │
│   863   │ 'VIYDHE' │        ''        │       ''       │   '3'    │ '238.25' │
│   864   │ 'XPLRQD' │ 'MWLRLETYZXPHUD' │ 'KGFEFSKJIRVG' │   '1'    │ '395.65' │
│   865   │ 'UZHBPD' │        ''        │       ''       │   '1'    │ '322.85' │
│   866   │ 'GQVDYT' │ 'EFZJDRWSSZMXGX' │       ''       │   '3'    │ '585.73' │
│   867   │ 'LTFRRD' │        ''        │       ''       │   '2'    │ '574.32' │
│   868   │ 'SYPWOP' │        ''        │       ''       │   '3'    │ '603.75' │
│   869   │ 'DMZYOJ' │        ''        │       ''       │   '1'    │ '96.34'  │
│   870   │ 'SVRQCP' │ 'IJVQUWMXEAZDIE' │ 'AWZWDUEHNSVC' │   '2'    │ '191.17' │
│   871   │ 'WYRJPE' │        ''        │       ''       │   '3'    │  '26.6'  │
│   872   │ 'OCMGEE' │ 'RILXGOXLBRBCUK' │ 'CDGLAKNGJLCY' │   '2'    │ '69.61'  │
│   873   │ 'EKSSVX' │        ''        │       ''       │   '2'    │ '556.12' │
│   874   │ 'ZHRLKR' │ 'UNJEXTUPKSJILX' │ 'HAPKWGORMARF' │   '2'    │ '548.43' │
│   875   │ 'CAADTU' │        ''        │       ''       │   '3'    │ '337.08' │
│   876   │ 'UBNZCM' │        ''        │       ''       │   '1'    │ '647.63' │
│   877   │ 'JRVMAP' │        ''        │       ''       │   '1'    │ '562.98' │
│   878   │ 'GOHWAZ' │ 'DDMHKAQTOMEZEL' │       ''       │   '3'    │ '20.87'  │
│   879   │ 'EEAGVO' │        ''        │       ''       │   '3'    │ '197.03' │
│   880   │ 'ESVHVG' │        ''        │       ''       │   '1'    │ '507.66' │
│   881   │ 'KYSTJT' │        ''        │       ''       │   '1'    │ '65.15'  │
│   882   │ 'DHPUCB' │ 'LTFVOLGSBFQQPO' │       ''       │   '1'    │ '191.97' │
│   883   │ 'ARBHHE' │ 'CABFYGGLXWIBDE' │ 'GGEOHHOOMKBK' │   '3'    │ '135.96' │
│   884   │ 'VPMACB' │ 'XTHGZDRDGFFJOV' │ 'FNQGPYXNVUPN' │   '2'    │ '135.7'  │
│   885   │ 'YWLISL' │ 'ZZQSMCVVMIJMGH' │       ''       │   '1'    │ '502.21' │
│   886   │ 'OJFVUD' │        ''        │       ''       │   '1'    │ '659.46' │
│   887   │ 'IITPJL' │ 'UALBUAKYOGYIOP' │ 'FOZVCMJVJRYY' │   '2'    │ '555.47' │
│   888   │ 'VDOUEK' │ 'NRQXJZMMYINMJE' │ 'RCDZUARHQGRI' │   '3'    │ '183.63' │
│   889   │ 'WYDCGU' │        ''        │       ''       │   '1'    │ '106.37' │
│   890   │ 'TXBJWX' │        ''        │       ''       │   '3'    │ '155.11' │
│   891   │ 'QTAFKU' │ 'ZZQSMCVVMIJMGH' │ 'OJZGOBUDOFML' │   '3'    │ '72.91'  │
│   892   │ 'AOWCZJ' │ 'DFPBCJZLPFRJPB' │ 'SQPRPZPLYSXH' │   '3'    │ '400.41' │
│   893   │ 'AQFWUS' │ 'QIJPFFDWRUODAB' │ 'HXGUJFUHAHDG' │   '2'    │  '93.5'  │
│   894   │ 'PIZRVU' │ 'QUBZAGPLRNJHGY' │ 'LBRKSBEFNREJ' │   '3'    │ '158.9'  │
│   895   │ 'JZHBCX' │ 'JMMULDSXXTEYYY' │ 'LRJMKOCHTOZH' │   '1'    │ '337.76' │
│   896   │ 'BDBUTG' │ 'XSUHXXKWSPYDWD' │       ''       │   '1'    │ '165.23' │
│   897   │ 'BZKBYV' │        ''        │       ''       │   '1'    │ '335.74' │
│   898   │ 'URGHLX' │        ''        │       ''       │   '3'    │ '241.25' │
│   899   │ 'CLKAUA' │        ''        │       ''       │   '2'    │ '525.5'  │
│   900   │ 'RKKCNW' │        ''        │       ''       │   '2'    │ '482.07' │
│   901   │ 'DBVYPE' │ 'KGUALYGWIEFRCQ' │ 'ISZOILFOMWGF' │   '2'    │ '128.11' │
│   902   │ 'JZSYEI' │ 'VCYYEZBOLSPETA' │       ''       │   '1'    │ '637.15' │
│   903   │ 'HVYVPN' │        ''        │       ''       │   '3'    │ '511.04' │
│   904   │ 'NFJMTG' │ 'CRSDEKTBVDJFGH' │       ''       │   '3'    │ '527.29' │
│   905   │ 'DUYXVL' │ 'XNLKOJQUDHEGUQ' │       ''       │   '1'    │ '493.89' │
│   906   │ 'JGRJHX' │        ''        │       ''       │   '1'    │ '550.42' │
│   907   │ 'LFOWDZ' │ 'ZRDHLKGDLCAJKJ' │ 'MDKJDHKLWVBI' │   '2'    │ '502.01' │
│   908   │ 'EKFSQJ' │ 'YHCMNTMMBNQLEJ' │ 'RMPSYBYTUKUA' │   '3'    │ '195.29' │
│   909   │ 'YXJXLP' │        ''        │       ''       │   '2'    │ '131.88' │
│   910   │ 'RYSYTK' │ 'KHTLMNIDFTQKWX' │       ''       │   '3'    │ '198.78' │
│   911   │ 'CWASXZ' │        ''        │       ''       │   '2'    │ '361.95' │
│   912   │ 'ZVUEPH' │ 'YUVFXVGLRPXIWM' │ 'YANAGYLFFWGU' │   '2'    │ '398.36' │
│   913   │ 'AIPSRQ' │        ''        │       ''       │   '1'    │ '330.62' │
│   914   │ 'OJEKYH' │        ''        │       ''       │   '2'    │ '11.78'  │
│   915   │ 'EIEBYX' │ 'FFFLXLJEGSYKFW' │       ''       │   '3'    │ '350.41' │
│   916   │ 'DSDWZG' │        ''        │       ''       │   '2'    │ '483.83' │
│   917   │ 'IBSJTI' │ 'RLGSXPUPQMEALX' │       ''       │   '1'    │ '316.22' │
│   918   │ 'HNSZWJ' │ 'ZIITWSNWPJSAZK' │ 'FTUEBEOHERKC' │   '2'    │ '166.93' │
│   919   │ 'YSJGKD' │ 'YRGNIUDXOVAGOS' │ 'IHYPYCHHEXLE' │   '3'    │ '397.73' │
│   920   │ 'TTCMUO' │ 'YVSIRCBKRWJCEB' │ 'QVMFMNXOJSZR' │   '3'    │ '285.44' │
│   921   │ 'QIQZAS' │ 'LRRXUXIRTTHVNI' │       ''       │   '3'    │ '474.6'  │
│   922   │ 'WSTHDT' │        ''        │       ''       │   '1'    │ '509.27' │
│   923   │ 'MWKQQZ' │ 'RGQSRWWUQWRNUE' │       ''       │   '1'    │ '363.63' │
│   924   │ 'HXJPBF' │ 'OJYXAUXDRBVCSY' │       ''       │   '2'    │ '201.49' │
│   925   │ 'HAZKUW' │        ''        │       ''       │   '2'    │ '504.83' │
│   926   │ 'CQSWGP' │        ''        │       ''       │   '1'    │ '220.77' │
│   927   │ 'SESQIA' │ 'NVJWSMLQIAKVNF' │       ''       │   '2'    │ '351.12' │
│   928   │ 'HWLDAR' │ 'PFODWJWQRDOGNG' │ 'QJAXFRXNYTWY' │   '2'    │ '460.39' │
│   929   │ 'VSDIJA' │ 'EHIUNZUJDTYFLB' │ 'RLVGUGTDGDEI' │   '3'    │ '49.96'  │
│   930   │ 'SKOXIX' │        ''        │       ''       │   '3'    │ '33.58'  │
│   931   │ 'CTXRKM' │ 'LLFXMPKKEMDZZU' │       ''       │   '2'    │ '454.27' │
│   932   │ 'GRIPPM' │        ''        │       ''       │   '1'    │ '622.85' │
│   933   │ 'AZKJKQ' │ 'XGHWYRYUVREHOQ' │ 'HBSSCZUQGHMW' │   '2'    │ '395.65' │
│   934   │ 'WDQZYV' │ 'IJVQUWMXEAZDIE' │ 'BAPATMBBZVUV' │   '3'    │ '54.25'  │
│   935   │ 'JAAVHC' │        ''        │       ''       │   '2'    │ '156.47' │
│   936   │ 'PEPIBU' │ 'BGBMMAOFBNPGOC' │ 'JKXSWZEZLEJR' │   '2'    │ '248.67' │
│   937   │ 'DXWFPK' │        ''        │       ''       │   '2'    │ '550.1'  │
│   938   │ 'ASSRRL' │        ''        │       ''       │   '1'    │ '441.96' │
│   939   │ 'IGAEIG' │        ''        │       ''       │   '1'    │ '191.97' │
│   940   │ 'DBGNZQ' │        ''        │       ''       │   '1'    │ '110.43' │
│   941   │ 'DCSKQP' │ 'MWLRLETYZXPHUD' │ 'GIVFWQQNQMAD' │   '2'    │ '279.12' │
│   942   │ 'LQLSXE' │ 'FZYRHRQOZJWEXU' │       ''       │   '2'    │ '489.66' │
│   943   │ 'JVXDOA' │ 'NSJERDKRNAJKQR' │       ''       │   '2'    │ '445.41' │
│   944   │ 'GAGNJW' │        ''        │       ''       │   '1'    │ '332.3'  │
│   945   │ 'JPGXEW' │ 'IFFFRKMDSBWNUC' │ 'KLMALQIVPPVI' │   '2'    │ '489.86' │
│   946   │ 'LFWFYL' │        ''        │       ''       │   '3'    │ '341.01' │
│   947   │ 'YDYDHE' │        ''        │       ''       │   '1'    │ '372.36' │
│   948   │ 'PYBDIC' │        ''        │       ''       │   '3'    │ '294.44' │
│   949   │ 'MPKFNL' │        ''        │       ''       │   '1'    │ '297.49' │
│   950   │ 'EOKCLT' │        ''        │       ''       │   '1'    │ '154.19' │
│   951   │ 'UEMXPX' │        ''        │       ''       │   '2'    │ '517.02' │
│   952   │ 'MGHFQC' │ 'BGMCDNYNGFVHEE' │ 'DACGLSLXFGQJ' │   '2'    │ '630.36' │
│   953   │ 'BWJREH' │ 'ZPJOVBWYQWTBQF' │       ''       │   '3'    │ '140.62' │
│   954   │ 'UTSAVL' │ 'QRPNZPCMXDVXKQ' │       ''       │   '2'    │ '314.37' │
│   955   │ 'AZGTAS' │ 'AQQXZLBINIBPVN' │ 'VEDKSMJLKDKG' │   '3'    │ '193.38' │
│   956   │ 'JTWRRY' │ 'WKAXOTFPFMIZXO' │ 'QEAIGIEUVCED' │   '3'    │ '536.49' │
│   957   │ 'WDDGYX' │ 'GWBYMIOUTREPNX' │ 'DQTBFHCPNIJX' │   '3'    │ '51.31'  │
│   958   │ 'FUJZUX' │        ''        │       ''       │   '1'    │ '50.05'  │
│   959   │ 'XBXWRH' │ 'RBLDXTOYWDMKFS' │       ''       │   '1'    │ '345.84' │
│   960   │ 'LNYCKR' │ 'QAPOVZVAEPWGHD' │ 'WJLRCRDHUVUD' │   '1'    │ '490.04' │
│   961   │ 'MSJATL' │ 'QUZAZRQSAQMRDC' │ 'VXLWQBABZQYB' │   '3'    │ '209.65' │
│   962   │ 'NYSXZF' │ 'HCJFNJNHGHDTIU' │       ''       │   '3'    │ '515.77' │
│   963   │ 'XUGSML' │        ''        │       ''       │   '2'    │ '56.78'  │
│   964   │ 'AEWZKM' │ 'GOEBVJVORDQDNQ' │ 'UTQEELQRUEBO' │   '3'    │   '43'   │
│   965   │ 'MGBBNU' │        ''        │       ''       │   '3'    │ '387.88' │
│   966   │ 'TTXVRT' │ 'COHMUKFAESXDXS' │ 'WSISCWMRTVBS' │   '2'    │ '477.41' │
│   967   │ 'JZOQZU' │ 'YBYXANBLLDKFWE' │       ''       │   '3'    │ '244.74' │
│   968   │ 'NSSHEO' │ 'RZYGEVYVRGPONK' │       ''       │   '3'    │ '465.34' │
│   969   │ 'CPESAE' │ 'FESHWTLWNOYOHE' │       ''       │   '1'    │ '492.35' │
│   970   │ 'HJHFZL' │        ''        │       ''       │   '3'    │ '656.12' │
│   971   │ 'VSMDFM' │        ''        │       ''       │   '2'    │ '298.18' │
│   972   │ 'VMWXXR' │        ''        │       ''       │   '2'    │ '29.08'  │
│   973   │ 'KSHGUL' │ 'CHZFCBLBDUUVDL' │ 'KHOWRZQZWHFY' │   '3'    │ '195.4'  │
│   974   │ 'MNFQEJ' │        ''        │       ''       │   '1'    │ '203.82' │
│   975   │ 'SQTLEK' │        ''        │       ''       │   '1'    │ '498.08' │
│   976   │ 'RGFUXC' │ 'CRVYGVKTEOJBZM' │ 'YOKKWCABGXCR' │   '2'    │ '434.73' │
│   977   │ 'KIDYKL' │        ''        │       ''       │   '3'    │ '39.28'  │
│   978   │ 'MMIFPZ' │        ''        │       ''       │   '3'    │ '530.79' │
│   979   │ 'OKITUK' │ 'HNQYSTEGHBEKDM' │ 'PSUSZACKXEFW' │   '2'    │ '219.18' │
│   980   │ 'YOIJDC' │ 'FESHWTLWNOYOHE' │ 'UXQSYQZBDSNA' │   '3'    │ '402.8'  │
│   981   │ 'NPAHOO' │        ''        │       ''       │   '2'    │ '615.61' │
│   982   │ 'FGQKSC' │        ''        │       ''       │   '3'    │ '426.19' │
│   983   │ 'NDZPYG' │ 'LPAOXUGMQSJBOC' │ 'APIWRFBCMCQS' │   '1'    │ '163.83' │
│   984   │ 'YGUJAN' │ 'AEMYWRQTZTIMXI' │ 'GICVYLVKRYVN' │   '3'    │ '471.82' │
│   985   │ 'LPWBBI' │ 'NFIEBBHXCWPEEG' │       ''       │   '1'    │ '290.16' │
│   986   │ 'BSTJBG' │ 'LPCUWFVOMPMJHL' │       ''       │   '1'    │ '459.78' │
│   987   │ 'OALIBV' │ 'ZDWICJGZRNXAGE' │ 'KWTFYUHUIRLZ' │   '1'    │ '172.61' │
│   988   │ 'GFJXKQ' │ 'QRIUBAXHXNUZIM' │       ''       │   '3'    │ '709.97' │
│   989   │ 'WPQPJF' │        ''        │       ''       │   '3'    │ '13.97'  │
│   990   │ 'YQWKTF' │ 'RDOWQPHKWGBBGW' │       ''       │   '2'    │ '199.04' │
│   991   │ 'MATBLL' │ 'WBEBCFNMDHWNPO' │ 'IHCEQQYFWHPK' │   '1'    │ '30.45'  │
│   992   │ 'CGLJZJ' │ 'VDGIMJDTEYXQQO' │       ''       │   '2'    │ '353.99' │
│   993   │ 'WAXISA' │ 'OGGFDKJSWULWVQ' │       ''       │   '1'    │ '27.51'  │
│   994   │ 'YEFLFN' │ 'LGMWDGCFACOBTT' │       ''       │   '3'    │ '481.88' │
│   995   │ 'ETKYFS' │ 'BHTUBXQNJDJKOF' │ 'VFPPQPVUOLUB' │   '2'    │ '192.25' │
│   996   │ 'BLCWAG' │        ''        │       ''       │   '3'    │ '563.91' │
│   997   │ 'ENEHLA' │        ''        │       ''       │   '1'    │ '280.24' │
│   998   │ 'DYJSBK' │        ''        │       ''       │   '1'    │ '134.43' │
│   999   │ 'OVOJZK' │ 'JJEVIBUUOVYAOB' │       ''       │   '1'    │ '531.09' │
│  1000   │ 'IUTHJY' │        ''        │       ''       │   '1'    │ '343.71' │
│  1001   │ 'JOLHCY' │ 'TKOPWUJXSGGXEA' │       ''       │   '2'    │ '94.26'  │
│  1002   │ 'BTMPCI' │ 'DUKXVFBQGGPLLO' │ 'TBGBKNVCFGKI' │   '1'    │ '498.57' │
│  1003   │ 'BIFGWS' │        ''        │       ''       │   '3'    │ '291.47' │
│  1004   │ 'EMLWJT' │ 'ZNAYMIEGMBYZNB' │       ''       │   '2'    │ '122.26' │
│  1005   │ 'MTSPSH' │        ''        │       ''       │   '3'    │ '334.16' │
│  1006   │ 'KRWADL' │        ''        │       ''       │   '1'    │ '295.98' │
│  1007   │ 'YXTKLT' │ 'EDOIBPJWNEYGIR' │ 'QNEBFHJITOLJ' │   '1'    │  '346'   │
│  1008   │ 'EMDWNP' │ 'IHYTTXCEQZRVWN' │       ''       │   '1'    │ '380.9'  │
│  1009   │ 'JEMFFA' │        ''        │       ''       │   '3'    │ '112.86' │
│  1010   │ 'GWAWLF' │ 'ERCFQPBDQUIMGM' │       ''       │   '2'    │ '455.05' │
│  1011   │ 'IIVXUT' │        ''        │       ''       │   '2'    │ '115.05' │
│  1012   │ 'EZUMDD' │        ''        │       ''       │   '1'    │ '317.72' │
│  1013   │ 'MQOFMG' │ 'LVNHCTMXZWCGSF' │       ''       │   '2'    │ '375.87' │
│  1014   │ 'DLWWXS' │ 'NJOZWEISLGCJOV' │ 'GQJKAFXMXNSI' │   '3'    │ '122.97' │
│  1015   │ 'JRQDDU' │        ''        │       ''       │   '1'    │ '263.59' │
│  1016   │ 'LNUSFK' │ 'MQJTMSBWBMQMJO' │ 'BTZUSUNCRIGW' │   '2'    │ '206.24' │
│  1017   │ 'BMMPJV' │        ''        │       ''       │   '3'    │ '389.78' │
│  1018   │ 'TYOASL' │ 'ZJURRWEKLFDEBE' │ 'DVSEIZIGBWVD' │   '2'    │ '40.16'  │
│  1019   │ 'KEXDOK' │ 'GDJUGVWKJFEOKI' │       ''       │   '3'    │ '470.6'  │
│  1020   │ 'GRIPPM' │        ''        │       ''       │   '2'    │ '612.29' │
│  1021   │ 'BBSHEP' │ 'STOTOYLAKJQKFF' │       ''       │   '2'    │ '366.61' │
│  1022   │ 'MLEXST' │        ''        │       ''       │   '2'    │ '483.28' │
│  1023   │ 'MELECA' │        ''        │       ''       │   '1'    │ '307.67' │
